channel,saleDate,producct,attribute,quantity
DOS,28-Jan-19,Brand A1-Phone,Net Unit,61
DOS,4-Feb-19,Brand A1-Phone,Net Unit,62
DOS,11-Feb-19,Brand A1-Phone,Net Unit,63
DOS,18-Feb-19,Brand A1-Phone,Net Unit,64
DOS,25-Feb-19,Brand A1-Phone,Net Unit,65
DOS,4-Mar-19,Brand A1-Phone,Net Unit,66
DOS,11-Mar-19,Brand A1-Phone,Net Unit,67
DOS,18-Mar-19,Brand A1-Phone,Net Unit,68
DOS,25-Mar-19,Brand A1-Phone,Net Unit,69
DOS,1-Apr-19,Brand A1-Phone,Net Unit,70
DOS,8-Apr-19,Brand A1-Phone,Net Unit,71
DOS,15-Apr-19,Brand A1-Phone,Net Unit,72
DOS,22-Apr-19,Brand A1-Phone,Net Unit,73
DOS,29-Apr-19,Brand A1-Phone,Net Unit,74
DOS,6-May-19,Brand A1-Phone,Net Unit,75
DOS,13-May-19,Brand A1-Phone,Net Unit,76
DOS,20-May-19,Brand A1-Phone,Net Unit,77
DOS,27-May-19,Brand A1-Phone,Net Unit,78
DOS,3-Jun-19,Brand A1-Phone,Net Unit,79
DOS,10-Jun-19,Brand A1-Phone,Net Unit,80
DOS,17-Jun-19,Brand A1-Phone,Net Unit,81
DOS,24-Jun-19,Brand A1-Phone,Net Unit,82
DOS,1-Jul-19,Brand A1-Phone,Net Unit,83
DOS,8-Jul-19,Brand A1-Phone,Net Unit,84
DOS,15-Jul-19,Brand A1-Phone,Net Unit,85
DOS,22-Jul-19,Brand A1-Phone,Net Unit,86
DOS,29-Jul-19,Brand A1-Phone,Net Unit,87
DOS,5-Aug-19,Brand A1-Phone,Net Unit,88
DOS,12-Aug-19,Brand A1-Phone,Net Unit,89
DOS,19-Aug-19,Brand A1-Phone,Net Unit,90
DOS,26-Aug-19,Brand A1-Phone,Net Unit,91
DOS,2-Sep-19,Brand A1-Phone,Net Unit,92
DOS,9-Sep-19,Brand A1-Phone,Net Unit,93
DOS,16-Sep-19,Brand A1-Phone,Net Unit,94
DOS,23-Sep-19,Brand A1-Phone,Net Unit,95
DOS,30-Sep-19,Brand A1-Phone,Net Unit,96
DOS,7-Oct-19,Brand A1-Phone,Net Unit,97
DOS,14-Oct-19,Brand A1-Phone,Net Unit,98
DOS,21-Oct-19,Brand A1-Phone,Net Unit,99
DOS,28-Oct-19,Brand A1-Phone,Net Unit,100
DOS,4-Nov-19,Brand A1-Phone,Net Unit,101
DOS,11-Nov-19,Brand A1-Phone,Net Unit,102
DOS,18-Nov-19,Brand A1-Phone,Net Unit,103
DOS,25-Nov-19,Brand A1-Phone,Net Unit,104
DOS,2-Dec-19,Brand A1-Phone,Net Unit,105
DOS,9-Dec-19,Brand A1-Phone,Net Unit,106
DOS,16-Dec-19,Brand A1-Phone,Net Unit,107
DOS,23-Dec-19,Brand A1-Phone,Net Unit,108
DOS,1-Jan-18,Brand A1-Phone,Last Year,1
DOS,1-Jan-18,Brand A1-Phone,Some Other Unit,2
DOS,8-Jan-18,Brand A1-Phone,Last Year,2
DOS,15-Jan-18,Brand A1-Phone,Last Year,3
DOS,22-Jan-18,Brand A1-Phone,Last Year,4
DOS,29-Jan-18,Brand A1-Phone,Last Year,5
DOS,5-Feb-18,Brand A1-Phone,Last Year,6
DOS,12-Feb-18,Brand A1-Phone,Last Year,7
DOS,19-Feb-18,Brand A1-Phone,Last Year,8
DOS,26-Feb-18,Brand A1-Phone,Last Year,9
DOS,5-Mar-18,Brand A1-Phone,Last Year,10
DOS,12-Mar-18,Brand A1-Phone,Last Year,11
DOS,19-Mar-18,Brand A1-Phone,Last Year,12
DOS,26-Mar-18,Brand A1-Phone,Last Year,13
DOS,2-Apr-18,Brand A1-Phone,Last Year,14
DOS,9-Apr-18,Brand A1-Phone,Last Year,15
DOS,16-Apr-18,Brand A1-Phone,Last Year,16
DOS,23-Apr-18,Brand A1-Phone,Last Year,17
DOS,30-Apr-18,Brand A1-Phone,Last Year,18
DOS,7-May-18,Brand A1-Phone,Last Year,19
DOS,14-May-18,Brand A1-Phone,Last Year,20
DOS,21-May-18,Brand A1-Phone,Last Year,21
DOS,28-May-18,Brand A1-Phone,Last Year,22
DOS,4-Jun-18,Brand A1-Phone,Last Year,23
DOS,11-Jun-18,Brand A1-Phone,Last Year,24
DOS,18-Jun-18,Brand A1-Phone,Last Year,25
DOS,25-Jun-18,Brand A1-Phone,Last Year,26
DOS,2-Jul-18,Brand A1-Phone,Last Year,27
DOS,9-Jul-18,Brand A1-Phone,Last Year,28
DOS,16-Jul-18,Brand A1-Phone,Last Year,29
DOS,23-Jul-18,Brand A1-Phone,Last Year,30
DOS,30-Jul-18,Brand A1-Phone,Last Year,31
DOS,6-Aug-18,Brand A1-Phone,Last Year,32
DOS,13-Aug-18,Brand A1-Phone,Last Year,33
DOS,20-Aug-18,Brand A1-Phone,Last Year,34
DOS,27-Aug-18,Brand A1-Phone,Last Year,35
DOS,3-Sep-18,Brand A1-Phone,Last Year,36
DOS,10-Sep-18,Brand A1-Phone,Last Year,37
DOS,17-Sep-18,Brand A1-Phone,Last Year,38
DOS,24-Sep-18,Brand A1-Phone,Last Year,39
DOS,1-Oct-18,Brand A1-Phone,Last Year,40
DOS,8-Oct-18,Brand A1-Phone,Last Year,41
DOS,15-Oct-18,Brand A1-Phone,Last Year,42
DOS,22-Oct-18,Brand A1-Phone,Last Year,43
DOS,29-Oct-18,Brand A1-Phone,Last Year,44
DOS,5-Nov-18,Brand A1-Phone,Last Year,45
DOS,12-Nov-18,Brand A1-Phone,Last Year,46
DOS,19-Nov-18,Brand A1-Phone,Last Year,47
DOS,26-Nov-18,Brand A1-Phone,Last Year,48
DOS,3-Dec-18,Brand A1-Phone,Last Year,49
DOS,10-Dec-18,Brand A1-Phone,Last Year,50
DOS,17-Dec-18,Brand A1-Phone,Last Year,51
DOS,24-Dec-18,Brand A1-Phone,Last Year,52
DOS,31-Dec-18,Brand A1-Phone,Last Year,53
DOS,7-Jan-19,Brand A1-Phone,Last Year,61
DOS,14-Jan-19,Brand A1-Phone,Last Year,55
DOS,21-Jan-19,Brand A1-Phone,Last Year,56
DOS,28-Jan-19,Brand A1-Phone,Last Year,57
DOS,4-Feb-19,Brand A1-Phone,Last Year,58
DOS,11-Feb-19,Brand A1-Phone,Last Year,59
DOS,18-Feb-19,Brand A1-Phone,Last Year,60
DOS,25-Feb-19,Brand A1-Phone,Last Year,61
DOS,4-Mar-19,Brand A1-Phone,Last Year,62
DOS,11-Mar-19,Brand A1-Phone,Last Year,63
DOS,18-Mar-19,Brand A1-Phone,Last Year,64
DOS,25-Mar-19,Brand A1-Phone,Last Year,65
DOS,1-Apr-19,Brand A1-Phone,Last Year,66
DOS,8-Apr-19,Brand A1-Phone,Last Year,67
DOS,15-Apr-19,Brand A1-Phone,Last Year,68
DOS,22-Apr-19,Brand A1-Phone,Last Year,69
DOS,29-Apr-19,Brand A1-Phone,Last Year,70
DOS,6-May-19,Brand A1-Phone,Last Year,71
DOS,13-May-19,Brand A1-Phone,Last Year,72
DOS,20-May-19,Brand A1-Phone,Last Year,73
DOS,27-May-19,Brand A1-Phone,Last Year,74
DOS,3-Jun-19,Brand A1-Phone,Last Year,75
DOS,10-Jun-19,Brand A1-Phone,Last Year,76
DOS,17-Jun-19,Brand A1-Phone,Last Year,77
DOS,24-Jun-19,Brand A1-Phone,Last Year,78
DOS,1-Jul-19,Brand A1-Phone,Last Year,79
DOS,8-Jul-19,Brand A1-Phone,Last Year,80
DOS,15-Jul-19,Brand A1-Phone,Last Year,81
DOS,22-Jul-19,Brand A1-Phone,Last Year,82
DOS,29-Jul-19,Brand A1-Phone,Last Year,83
DOS,5-Aug-19,Brand A1-Phone,Last Year,84
DOS,12-Aug-19,Brand A1-Phone,Last Year,85
DOS,19-Aug-19,Brand A1-Phone,Last Year,86
DOS,26-Aug-19,Brand A1-Phone,Last Year,87
DOS,2-Sep-19,Brand A1-Phone,Last Year,88
DOS,9-Sep-19,Brand A1-Phone,Last Year,89
DOS,16-Sep-19,Brand A1-Phone,Last Year,90
DOS,23-Sep-19,Brand A1-Phone,Last Year,91
DOS,30-Sep-19,Brand A1-Phone,Last Year,92
DOS,7-Oct-19,Brand A1-Phone,Last Year,93
DOS,14-Oct-19,Brand A1-Phone,Last Year,94
DOS,21-Oct-19,Brand A1-Phone,Last Year,95
DOS,28-Oct-19,Brand A1-Phone,Last Year,96
DOS,4-Nov-19,Brand A1-Phone,Last Year,97
DOS,11-Nov-19,Brand A1-Phone,Last Year,98
DOS,18-Nov-19,Brand A1-Phone,Last Year,99
DOS,25-Nov-19,Brand A1-Phone,Last Year,100
DOS,2-Dec-19,Brand A1-Phone,Last Year,101
DOS,9-Dec-19,Brand A1-Phone,Last Year,102
DOS,16-Dec-19,Brand A1-Phone,Last Year,103
DOS,23-Dec-19,Brand A1-Phone,Last Year,104
DOS,1-Jan-18,Brand A2-Phone,Net Unit,5
DOS,1-Jan-18,Brand A2-Phone,Some Other Unit,6
DOS,8-Jan-18,Brand A2-Phone,Net Unit,6
DOS,15-Jan-18,Brand A2-Phone,Net Unit,7
DOS,22-Jan-18,Brand A2-Phone,Net Unit,8
DOS,29-Jan-18,Brand A2-Phone,Net Unit,9
DOS,5-Feb-18,Brand A2-Phone,Net Unit,10
DOS,12-Feb-18,Brand A2-Phone,Net Unit,11
DOS,19-Feb-18,Brand A2-Phone,Net Unit,12
DOS,26-Feb-18,Brand A2-Phone,Net Unit,13
DOS,5-Mar-18,Brand A2-Phone,Net Unit,14
DOS,12-Mar-18,Brand A2-Phone,Net Unit,15
DOS,19-Mar-18,Brand A2-Phone,Net Unit,16
DOS,26-Mar-18,Brand A2-Phone,Net Unit,17
DOS,2-Apr-18,Brand A2-Phone,Net Unit,18
DOS,9-Apr-18,Brand A2-Phone,Net Unit,19
DOS,16-Apr-18,Brand A2-Phone,Net Unit,20
DOS,23-Apr-18,Brand A2-Phone,Net Unit,21
DOS,30-Apr-18,Brand A2-Phone,Net Unit,22
DOS,7-May-18,Brand A2-Phone,Net Unit,23
DOS,14-May-18,Brand A2-Phone,Net Unit,24
DOS,21-May-18,Brand A2-Phone,Net Unit,25
DOS,28-May-18,Brand A2-Phone,Net Unit,26
DOS,4-Jun-18,Brand A2-Phone,Net Unit,27
DOS,11-Jun-18,Brand A2-Phone,Net Unit,28
DOS,18-Jun-18,Brand A2-Phone,Net Unit,29
DOS,25-Jun-18,Brand A2-Phone,Net Unit,30
DOS,2-Jul-18,Brand A2-Phone,Net Unit,31
DOS,9-Jul-18,Brand A2-Phone,Net Unit,32
DOS,16-Jul-18,Brand A2-Phone,Net Unit,33
DOS,23-Jul-18,Brand A2-Phone,Net Unit,34
DOS,30-Jul-18,Brand A2-Phone,Net Unit,35
DOS,6-Aug-18,Brand A2-Phone,Net Unit,36
DOS,13-Aug-18,Brand A2-Phone,Net Unit,37
DOS,20-Aug-18,Brand A2-Phone,Net Unit,38
DOS,27-Aug-18,Brand A2-Phone,Net Unit,39
DOS,3-Sep-18,Brand A2-Phone,Net Unit,40
DOS,10-Sep-18,Brand A2-Phone,Net Unit,41
DOS,17-Sep-18,Brand A2-Phone,Net Unit,42
DOS,24-Sep-18,Brand A2-Phone,Net Unit,43
DOS,1-Oct-18,Brand A2-Phone,Net Unit,44
DOS,8-Oct-18,Brand A2-Phone,Net Unit,45
DOS,15-Oct-18,Brand A2-Phone,Net Unit,46
DOS,22-Oct-18,Brand A2-Phone,Net Unit,47
DOS,29-Oct-18,Brand A2-Phone,Net Unit,48
DOS,5-Nov-18,Brand A2-Phone,Net Unit,49
DOS,12-Nov-18,Brand A2-Phone,Net Unit,50
DOS,19-Nov-18,Brand A2-Phone,Net Unit,51
DOS,26-Nov-18,Brand A2-Phone,Net Unit,52
DOS,3-Dec-18,Brand A2-Phone,Net Unit,53
DOS,10-Dec-18,Brand A2-Phone,Net Unit,54
DOS,17-Dec-18,Brand A2-Phone,Net Unit,55
DOS,24-Dec-18,Brand A2-Phone,Net Unit,56
DOS,31-Dec-18,Brand A2-Phone,Net Unit,57
DOS,7-Jan-19,Brand A2-Phone,Net Unit,65
DOS,14-Jan-19,Brand A2-Phone,Net Unit,59
DOS,21-Jan-19,Brand A2-Phone,Net Unit,60
DOS,28-Jan-19,Brand A2-Phone,Net Unit,61
DOS,4-Feb-19,Brand A2-Phone,Net Unit,62
DOS,11-Feb-19,Brand A2-Phone,Net Unit,63
DOS,18-Feb-19,Brand A2-Phone,Net Unit,64
DOS,25-Feb-19,Brand A2-Phone,Net Unit,65
DOS,4-Mar-19,Brand A2-Phone,Net Unit,66
DOS,11-Mar-19,Brand A2-Phone,Net Unit,67
DOS,18-Mar-19,Brand A2-Phone,Net Unit,68
DOS,25-Mar-19,Brand A2-Phone,Net Unit,69
DOS,1-Apr-19,Brand A2-Phone,Net Unit,70
DOS,8-Apr-19,Brand A2-Phone,Net Unit,71
DOS,15-Apr-19,Brand A2-Phone,Net Unit,72
DOS,22-Apr-19,Brand A2-Phone,Net Unit,73
DOS,29-Apr-19,Brand A2-Phone,Net Unit,74
DOS,6-May-19,Brand A2-Phone,Net Unit,75
DOS,13-May-19,Brand A2-Phone,Net Unit,76
DOS,20-May-19,Brand A2-Phone,Net Unit,77
DOS,27-May-19,Brand A2-Phone,Net Unit,78
DOS,3-Jun-19,Brand A2-Phone,Net Unit,79
DOS,10-Jun-19,Brand A2-Phone,Net Unit,80
DOS,17-Jun-19,Brand A2-Phone,Net Unit,81
DOS,24-Jun-19,Brand A2-Phone,Net Unit,82
DOS,1-Jul-19,Brand A2-Phone,Net Unit,83
DOS,8-Jul-19,Brand A2-Phone,Net Unit,84
DOS,15-Jul-19,Brand A2-Phone,Net Unit,85
DOS,22-Jul-19,Brand A2-Phone,Net Unit,86
DOS,29-Jul-19,Brand A2-Phone,Net Unit,87
DOS,5-Aug-19,Brand A2-Phone,Net Unit,88
DOS,12-Aug-19,Brand A2-Phone,Net Unit,89
DOS,19-Aug-19,Brand A2-Phone,Net Unit,90
DOS,26-Aug-19,Brand A2-Phone,Net Unit,91
DOS,2-Sep-19,Brand A2-Phone,Net Unit,92
DOS,9-Sep-19,Brand A2-Phone,Net Unit,93
DOS,16-Sep-19,Brand A2-Phone,Net Unit,94
DOS,23-Sep-19,Brand A2-Phone,Net Unit,95
DOS,30-Sep-19,Brand A2-Phone,Net Unit,96
DOS,7-Oct-19,Brand A2-Phone,Net Unit,97
DOS,14-Oct-19,Brand A2-Phone,Net Unit,98
DOS,21-Oct-19,Brand A2-Phone,Net Unit,99
DOS,28-Oct-19,Brand A2-Phone,Net Unit,100
DOS,4-Nov-19,Brand A2-Phone,Net Unit,101
DOS,11-Nov-19,Brand A2-Phone,Net Unit,102
DOS,18-Nov-19,Brand A2-Phone,Net Unit,103
DOS,25-Nov-19,Brand A2-Phone,Net Unit,104
DOS,2-Dec-19,Brand A2-Phone,Net Unit,105
DOS,9-Dec-19,Brand A2-Phone,Net Unit,106
DOS,16-Dec-19,Brand A2-Phone,Net Unit,107
DOS,23-Dec-19,Brand A2-Phone,Net Unit,108
DOS,1-Jan-18,Brand A2-Phone,Last Year,1
DOS,1-Jan-18,Brand A2-Phone,Some Other Unit,2
DOS,8-Jan-18,Brand A2-Phone,Last Year,2
DOS,15-Jan-18,Brand A2-Phone,Last Year,3
DOS,22-Jan-18,Brand A2-Phone,Last Year,4
DOS,29-Jan-18,Brand A2-Phone,Last Year,5
DOS,5-Feb-18,Brand A2-Phone,Last Year,6
DOS,12-Feb-18,Brand A2-Phone,Last Year,7
DOS,19-Feb-18,Brand A2-Phone,Last Year,8
DOS,26-Feb-18,Brand A2-Phone,Last Year,9
DOS,5-Mar-18,Brand A2-Phone,Last Year,10
DOS,12-Mar-18,Brand A2-Phone,Last Year,11
DOS,19-Mar-18,Brand A2-Phone,Last Year,12
DOS,26-Mar-18,Brand A2-Phone,Last Year,13
DOS,2-Apr-18,Brand A2-Phone,Last Year,14
DOS,9-Apr-18,Brand A2-Phone,Last Year,15
DOS,16-Apr-18,Brand A2-Phone,Last Year,16
DOS,23-Apr-18,Brand A2-Phone,Last Year,17
DOS,30-Apr-18,Brand A2-Phone,Last Year,18
DOS,7-May-18,Brand A2-Phone,Last Year,19
DOS,14-May-18,Brand A2-Phone,Last Year,20
DOS,21-May-18,Brand A2-Phone,Last Year,21
DOS,28-May-18,Brand A2-Phone,Last Year,22
DOS,4-Jun-18,Brand A2-Phone,Last Year,23
DOS,11-Jun-18,Brand A2-Phone,Last Year,24
DOS,18-Jun-18,Brand A2-Phone,Last Year,25
DOS,25-Jun-18,Brand A2-Phone,Last Year,26
DOS,2-Jul-18,Brand A2-Phone,Last Year,27
DOS,9-Jul-18,Brand A2-Phone,Last Year,28
DOS,16-Jul-18,Brand A2-Phone,Last Year,29
DOS,23-Jul-18,Brand A2-Phone,Last Year,30
DOS,30-Jul-18,Brand A2-Phone,Last Year,31
DOS,6-Aug-18,Brand A2-Phone,Last Year,32
DOS,13-Aug-18,Brand A2-Phone,Last Year,33
DOS,20-Aug-18,Brand A2-Phone,Last Year,34
DOS,27-Aug-18,Brand A2-Phone,Last Year,35
DOS,3-Sep-18,Brand A2-Phone,Last Year,36
DOS,10-Sep-18,Brand A2-Phone,Last Year,37
DOS,17-Sep-18,Brand A2-Phone,Last Year,38
DOS,24-Sep-18,Brand A2-Phone,Last Year,39
DOS,1-Oct-18,Brand A2-Phone,Last Year,40
DOS,8-Oct-18,Brand A2-Phone,Last Year,41
DOS,15-Oct-18,Brand A2-Phone,Last Year,42
DOS,22-Oct-18,Brand A2-Phone,Last Year,43
DOS,29-Oct-18,Brand A2-Phone,Last Year,44
DOS,5-Nov-18,Brand A2-Phone,Last Year,45
DOS,12-Nov-18,Brand A2-Phone,Last Year,46
DOS,19-Nov-18,Brand A2-Phone,Last Year,47
DOS,26-Nov-18,Brand A2-Phone,Last Year,48
DOS,3-Dec-18,Brand A2-Phone,Last Year,49
DOS,10-Dec-18,Brand A2-Phone,Last Year,50
DOS,17-Dec-18,Brand A2-Phone,Last Year,51
DOS,24-Dec-18,Brand A2-Phone,Last Year,52
DOS,31-Dec-18,Brand A2-Phone,Last Year,53
DOS,7-Jan-19,Brand A2-Phone,Last Year,61
DOS,14-Jan-19,Brand A2-Phone,Last Year,55
DOS,21-Jan-19,Brand A2-Phone,Last Year,56
DOS,28-Jan-19,Brand A2-Phone,Last Year,57
DOS,4-Feb-19,Brand A2-Phone,Last Year,58
DOS,11-Feb-19,Brand A2-Phone,Last Year,59
DOS,18-Feb-19,Brand A2-Phone,Last Year,60
DOS,25-Feb-19,Brand A2-Phone,Last Year,61
DOS,4-Mar-19,Brand A2-Phone,Last Year,62
DOS,11-Mar-19,Brand A2-Phone,Last Year,63
DOS,18-Mar-19,Brand A2-Phone,Last Year,64
DOS,25-Mar-19,Brand A2-Phone,Last Year,65
DOS,1-Apr-19,Brand A2-Phone,Last Year,66
DOS,8-Apr-19,Brand A2-Phone,Last Year,67
DOS,15-Apr-19,Brand A2-Phone,Last Year,68
DOS,22-Apr-19,Brand A2-Phone,Last Year,69
DOS,29-Apr-19,Brand A2-Phone,Last Year,70
DOS,6-May-19,Brand A2-Phone,Last Year,71
DOS,13-May-19,Brand A2-Phone,Last Year,72
DOS,20-May-19,Brand A2-Phone,Last Year,73
DOS,27-May-19,Brand A2-Phone,Last Year,74
DOS,3-Jun-19,Brand A2-Phone,Last Year,75
DOS,10-Jun-19,Brand A2-Phone,Last Year,76
DOS,17-Jun-19,Brand A2-Phone,Last Year,77
DOS,24-Jun-19,Brand A2-Phone,Last Year,78
DOS,1-Jul-19,Brand A2-Phone,Last Year,79
DOS,8-Jul-19,Brand A2-Phone,Last Year,80
DOS,15-Jul-19,Brand A2-Phone,Last Year,81
DOS,22-Jul-19,Brand A2-Phone,Last Year,82
DOS,29-Jul-19,Brand A2-Phone,Last Year,83
DOS,5-Aug-19,Brand A2-Phone,Last Year,84
DOS,12-Aug-19,Brand A2-Phone,Last Year,85
DOS,19-Aug-19,Brand A2-Phone,Last Year,86
DOS,26-Aug-19,Brand A2-Phone,Last Year,87
DOS,2-Sep-19,Brand A2-Phone,Last Year,88
DOS,9-Sep-19,Brand A2-Phone,Last Year,89
DOS,16-Sep-19,Brand A2-Phone,Last Year,90
DOS,23-Sep-19,Brand A2-Phone,Last Year,91
DOS,30-Sep-19,Brand A2-Phone,Last Year,92
DOS,7-Oct-19,Brand A2-Phone,Last Year,93
DOS,14-Oct-19,Brand A2-Phone,Last Year,94
DOS,21-Oct-19,Brand A2-Phone,Last Year,95
DOS,28-Oct-19,Brand A2-Phone,Last Year,96
DOS,4-Nov-19,Brand A2-Phone,Last Year,97
DOS,11-Nov-19,Brand A2-Phone,Last Year,98
DOS,18-Nov-19,Brand A2-Phone,Last Year,99
DOS,25-Nov-19,Brand A2-Phone,Last Year,100
DOS,2-Dec-19,Brand A2-Phone,Last Year,101
DOS,9-Dec-19,Brand A2-Phone,Last Year,102
DOS,16-Dec-19,Brand A2-Phone,Last Year,103
DOS,23-Dec-19,Brand A2-Phone,Last Year,104
